word_pair,word1,word2,observed_freq,word1_freq,word2_freq,expected_freq,mutual_information,t_score,combined_score
we consider,we,consider,85,12541,1365,2.683412,4.985322,8.928488,0.077196
socially constructed,socially,constructed,49,293,404,0.018555,11.366723,6.997349,0.077173
equation 4,equation,4,59,1453,2479,0.564631,6.707263,7.607637,0.077171
at all,at,all,584,21726,11812,40.227752,3.859705,22.501456,0.077168
31 st,31,st,49,315,381,0.018813,11.346836,6.997312,0.077157
needed to,needed,to,584,1408,182356,40.248089,3.858976,22.500614,0.077116
it has,it,has,2035,49011,19642,150.904371,3.753322,41.765793,0.077100
much larger,much,larger,60,4158,994,0.647878,6.533096,7.662326,0.077098
significant impact,significant,impact,60,2571,1608,0.648053,6.532706,7.662303,0.077096
was discovered,was,discovered,82,35888,436,2.452778,5.063135,8.784521,0.077087
much lower,much,lower,68,4158,1990,1.29706,5.712217,8.08892,0.077081
just one,just,one,122,2764,12957,5.613905,4.441733,10.537102,0.077074
this implies,this,implies,105,53108,516,4.295683,4.611358,9.827735,0.077065
explanation for,explanation,for,117,618,53993,5.230564,4.483398,10.333088,0.077059
has occurred,has,occurred,79,19642,718,2.210715,5.159268,8.63947,0.077055
existence of,existence,of,548,988,242534,37.562295,3.866819,21.804818,0.077050
described by,described,by,145,1236,38073,7.376632,4.296947,11.428999,0.077022
social movements,social,movements,58,6473,497,0.504295,6.845642,7.549556,0.077008
first time,first,time,156,5953,8800,8.211852,4.247695,11.832522,0.077000
one thing,one,thing,65,12957,523,1.062255,5.935238,7.930501,0.076966
law page,law,page,60,3898,1082,0.661137,6.503869,7.660614,0.076958
parental responsibility,parental,responsibility,49,159,905,0.022556,11.085034,6.996778,0.076951
was able,was,able,277,35888,3071,17.276335,4.003017,15.605283,0.076947
resource management,resource,management,53,440,2596,0.179052,8.209467,7.255515,0.076934
adopted by,adopted,by,86,469,38073,2.799062,4.941321,8.971788,0.076928
aspect of,aspect,of,422,740,242534,28.133703,3.906872,19.173111,0.076927
end of,end,of,1168,2227,242534,84.667239,3.786093,31.698627,0.076924
at present,at,present,170,21726,2727,9.287257,4.194138,12.326105,0.076876
not surprising,not,surprising,61,29845,160,0.748538,6.348589,7.714409,0.076868
men who,men,who,81,2199,6959,2.398803,5.077535,8.733466,0.076864
it would,it,would,1508,49011,14413,110.731326,3.767501,35.981499,0.076844
line with,line,with,210,1968,39877,12.301841,4.093443,13.642469,0.076794
may cause,may,cause,94,10856,2034,3.461333,4.763261,9.338351,0.076794
to prove,to,prove,284,182356,624,17.837221,3.992928,15.793855,0.076784
to preserve,to,preserve,104,182356,149,4.259208,4.609854,9.780389,0.076761
limb bud,limb,bud,47,243,59,0.002247,14.352115,6.855327,0.076715
human activity,human,activity,61,3551,1376,0.765935,6.315444,7.712182,0.076692
were forced,were,forced,70,17515,551,1.51281,5.532053,8.185785,0.076647
another reason,another,reason,64,3587,1805,1.014918,5.978636,7.873135,0.076640
more recent,more,recent,88,17191,1114,3.001988,4.873514,9.060819,0.076613
looks like,looks,like,53,369,3431,0.198458,8.061011,7.25285,0.076613
to satisfy,to,satisfy,146,182356,263,7.517931,4.279489,11.460858,0.076611
accessed on,accessed,on,82,445,36051,2.514779,5.02712,8.777674,0.076595
results showed,results,showed,58,3902,887,0.542542,6.740174,7.544534,0.076577
technological advances,technological,advances,48,425,182,0.012125,11.95083,6.926453,0.076557
financial statements,financial,statements,51,1651,386,0.099898,8.995825,7.12744,0.076547
even when,even,when,151,4643,10866,7.908442,4.255011,11.644626,0.076542
is likely,is,likely,581,107360,2392,40.255593,3.851277,22.433858,0.076523
were used,were,used,370,17515,8869,24.35047,3.925504,17.969463,0.076517
would lead,would,lead,95,14413,1584,3.578756,4.730397,9.379622,0.076514
be avoided,be,avoided,71,56510,182,1.612201,5.460715,8.234817,0.076511
synonymous with,synonymous,with,57,76,39877,0.475071,6.906675,7.48691,0.076493
confirmed by,confirmed,by,72,285,38073,1.700922,5.403608,8.284826,0.076468
phillips curve,phillips,curve,48,155,559,0.013582,11.787115,6.926243,0.076449
has increased,has,increased,145,19642,2426,7.469629,4.278872,11.421276,0.076437
both countries,both,countries,89,7033,2818,3.106735,4.840334,9.104668,0.076431
built up,built,up,56,511,5131,0.411003,7.090133,7.428392,0.076388
many other,many,other,208,6858,11378,12.231676,4.08789,13.574091,0.076380
opcit note,opcit,note,49,256,882,0.035394,10.435056,6.994944,0.076376
city council,city,council,51,1056,655,0.108425,8.877662,7.126246,0.076362
big bang,big,bang,47,550,48,0.004138,13.47132,6.855051,0.076336
to define,to,define,262,182356,570,16.293615,4.007188,15.179791,0.076327
an extent,an,extent,131,27148,1508,6.417439,4.351425,10.884829,0.076325
to accommodate,to,accommodate,90,182356,112,3.201553,4.813081,9.14936,0.076325
near future,near,future,52,486,2106,0.160442,8.340319,7.188853,0.076317
has changed,has,changed,80,19642,775,2.386217,5.067203,8.677485,0.076307
return on,return,on,107,807,36051,4.56051,4.552272,9.903199,0.076292
be measured,be,measured,150,56510,889,7.874983,4.251542,11.604459,0.076280
strong enough,strong,enough,55,1587,1406,0.349772,7.296874,7.369035,0.076274
were made,were,made,208,17515,4463,12.253484,4.08532,13.572579,0.076267
to adopt,to,adopt,180,182356,355,10.147778,4.148761,12.660037,0.076260
be implemented,be,implemented,100,56510,453,4.012787,4.639252,9.598721,0.076253
be divided,be,divided,113,56510,569,5.040343,4.486657,10.15599,0.076222
case studies,case,studies,64,4378,1548,1.062354,5.912735,7.867206,0.076197
1998 p,1998,p,71,1818,5794,1.651182,5.426248,8.230191,0.076179
than men,than,men,96,10745,2199,3.703857,4.695934,9.419936,0.076178
becoming increasingly,becoming,increasingly,50,648,739,0.075066,9.379557,7.060452,0.076156
genetically modified,genetically,modified,47,108,324,0.005485,13.064833,6.854855,0.076140
business strategy,business,strategy,60,2866,1649,0.740831,6.339673,7.650326,0.076135
have evolved,have,evolved,63,24793,254,0.987155,5.995931,7.812884,0.076124
public opinion,public,opinion,53,2337,630,0.230793,7.843252,7.248408,0.076110
appendix b,appendix,b,56,1584,1753,0.435271,7.007369,7.425149,0.076097
to express,to,express,194,182356,393,11.234019,4.110111,13.121833,0.076087
