word_pair,word1,word2,observed_freq,word1_freq,word2_freq,expected_freq,mutual_information,t_score,combined_score
angular acceleration,angular,acceleration,9,102,106,0.001695,12.374561,2.999435,0.016514
renfrew 1976,renfrew,1976,9,39,282,0.001724,12.349953,2.999425,0.016514
topics such,topics,such,10,167,12217,0.319819,4.966603,3.061142,0.016513
south africas,south,africas,9,798,14,0.001751,12.327307,2.999416,0.016513
being influenced,being,influenced,11,7135,563,0.629687,4.126724,3.126767,0.016512
auditing profession,auditing,profession,9,43,262,0.001766,12.315219,2.999411,0.016512
worlds tallest,worlds,tallest,9,394,29,0.001791,12.294874,2.999403,0.016512
to placebo,to,placebo,13,182356,38,1.086241,3.581095,3.304282,0.016511
agreeing to,agreeing,to,13,38,182356,1.086241,3.581095,3.304282,0.016511
filtered at,filtered,at,10,94,21726,0.320133,4.965186,3.061043,0.016511
sheeps milk,sheeps,milk,9,14,832,0.001826,12.267112,2.999391,0.016511
rogoff 1985,rogoff,1985,9,22,534,0.001842,12.254779,2.999386,0.016510
dramatically literate,dramatically,literate,9,218,54,0.001845,12.251835,2.999385,0.016510
illicit drug,illicit,drug,9,28,422,0.001852,12.246452,2.999383,0.016510
douglas 1975,douglas,1975,9,51,232,0.001855,12.2445,2.999382,0.016510
secondary data,secondary,data,10,475,4303,0.320396,4.963999,3.060959,0.016509
wlr 125,wlr,125,9,144,84,0.001896,12.212664,2.999368,0.016509
mollen 1993,mollen,1993,9,12,1030,0.001937,12.181515,2.999354,0.016508
8th january,8th,january,9,49,253,0.001943,12.177203,2.999352,0.016508
fluoride ion,fluoride,ion,9,72,174,0.001964,12.162038,2.999345,0.016507
lord irvine,lord,irvine,9,507,25,0.001987,12.145208,2.999338,0.016507
the preface,the,preface,58,458820,89,6.401104,3.17966,6.775267,0.016506
tool used,tool,used,12,635,8869,0.882817,3.764775,3.209254,0.016506
nuclear spins,nuclear,spins,9,348,37,0.002018,12.12251,2.999327,0.016506
physical resources,physical,resources,10,1470,1393,0.32099,4.96133,3.060772,0.016505
flash cooling,flash,cooling,9,58,223,0.002027,12.116026,2.999324,0.016505
at first,at,first,181,21726,5953,20.273942,3.158291,11.946674,0.016504
pictorial representation,pictorial,representation,9,25,529,0.002073,12.083926,2.999309,0.016504
keith thomas,keith,thomas,9,39,344,0.002103,12.063239,2.999299,0.016504
lagging behind,lagging,behind,9,17,790,0.002105,12.061735,2.999298,0.016504
twoslit experiment,twoslit,experiment,9,9,1502,0.002119,12.052312,2.999294,0.016503
whirling speed,whirling,speed,9,14,967,0.002122,12.050179,2.999293,0.016503
patientcentred care,patientcentred,care,9,9,1516,0.002139,12.038927,2.999287,0.016503
afroamerican masculinity,afroamerican,masculinity,9,59,232,0.002146,12.034282,2.999285,0.016503
x 0y,x,0y,9,1246,11,0.002148,12.032386,2.999284,0.016502
somebody else,somebody,else,9,41,336,0.002159,12.025037,2.99928,0.016502
captive chimpanzees,captive,chimpanzees,9,65,213,0.00217,12.017829,2.999277,0.016502
plutarch pericles,plutarch,pericles,9,161,86,0.00217,12.017725,2.999277,0.016502
descartes meditations,descartes,meditations,9,365,38,0.002174,12.015226,2.999275,0.016502
squared residuals,squared,residuals,9,54,257,0.002175,12.014394,2.999275,0.016502
watson italy,watson,italy,9,66,211,0.002183,12.009413,2.999272,0.016502
negligence manslaughter,negligence,manslaughter,9,185,76,0.002204,11.995597,2.999265,0.016501
been paid,been,paid,12,12665,445,0.883462,3.763723,3.209068,0.016500
ice cores,ice,cores,9,297,48,0.002235,11.975625,2.999255,0.016500
schiffrin 1994,schiffrin,1994,9,12,1192,0.002242,11.970775,2.999253,0.016500
sugar cane,sugar,cane,9,287,50,0.002249,11.966143,2.99925,0.016500
cruttenden 1997,cruttenden,1997,9,9,1624,0.002291,11.939645,2.999236,0.016499
par3par6pkc3 complex,par3par6pkc3,complex,9,10,1463,0.002293,11.938264,2.999236,0.016499
slomans 1996,slomans,1996,9,11,1331,0.002295,11.93718,2.999235,0.016499
technological advancements,technological,advancements,9,425,35,0.002332,11.914304,2.999223,0.016498
maternally expressed,maternally,expressed,9,26,573,0.002335,11.912075,2.999222,0.016498
breast cancers,breast,cancers,9,293,51,0.002342,11.907724,2.999219,0.016498
already being,already,being,16,1388,7135,1.552408,3.365492,3.611898,0.016497
commercial sterility,commercial,sterility,9,602,25,0.002359,11.897431,2.999214,0.016497
sexual harassment,sexual,harassment,9,658,23,0.002372,11.889401,2.999209,0.016497
stylus tip,stylus,tip,9,97,158,0.002402,11.871213,2.999199,0.016496
while she,while,she,23,3334,4627,2.418175,3.249644,4.291607,0.016495
steedman 1995,steedman,1995,9,11,1427,0.002461,11.836705,2.99918,0.016495
procedural fairness,procedural,fairness,9,119,133,0.002481,11.824806,2.999173,0.016495
i worked,i,worked,11,10283,392,0.631871,4.12173,3.126109,0.016494
stroke rehabilitation,stroke,rehabilitation,9,191,83,0.002485,11.822438,2.999172,0.016494
northeast asian,northeast,asian,9,35,453,0.002485,11.822256,2.999172,0.016494
violent selfdefence,violent,selfdefence,9,265,60,0.002492,11.818167,2.999169,0.016494
trela 1996,trela,1996,9,12,1331,0.002504,11.811649,2.999165,0.016494
motorists blood,motorists,blood,9,17,943,0.002513,11.80633,2.999162,0.016494
in germline,in,germline,21,139145,100,2.181173,3.267213,4.106605,0.016493
hungler 1997,hungler,1997,9,10,1624,0.002546,11.787642,2.999151,0.016493
mitochondrial fraction,mitochondrial,fraction,9,79,206,0.002551,11.784625,2.99915,0.016493
nonverbal deficits,nonverbal,deficits,9,101,162,0.002565,11.776845,2.999145,0.016493
east asias,east,asias,9,910,18,0.002568,11.775259,2.999144,0.016493
flows from,flows,from,13,251,27649,1.087867,3.578938,3.303831,0.016492
carbon steels,carbon,steels,9,400,41,0.002571,11.773498,2.999143,0.016492
torrington hall,torrington,hall,9,61,271,0.002591,11.76202,2.999136,0.016492
lower rates,lower,rates,10,1990,1035,0.322861,4.952942,3.06018,0.016491
staying visitors,staying,visitors,9,69,242,0.002618,11.747519,2.999127,0.016491
injuries compensation,injuries,compensation,9,103,164,0.002648,11.730854,2.999117,0.016491
considerable number,considerable,number,10,463,4450,0.322971,4.952451,3.060145,0.016490
bring out,bring,out,11,644,6266,0.632556,4.120167,3.125902,0.016489
circular orbits,circular,orbits,9,214,81,0.002717,11.693589,2.999094,0.016489
jvp normal,jvp,normal,9,17,1024,0.002729,11.687444,2.99909,0.016489
old fashioned,old,fashioned,9,934,19,0.002782,11.6597,2.999073,0.016488
presenting complaint,presenting,complaint,9,207,86,0.002791,11.655155,2.99907,0.016488
upper palaeolithic,upper,palaeolithic,9,399,45,0.002815,11.642808,2.999062,0.016487
plain beams,plain,beams,9,159,113,0.002816,11.641844,2.999061,0.016487
reducing its,reducing,its,14,657,12235,1.260062,3.47386,3.404892,0.016486
escape mutant,escape,mutant,9,265,69,0.002866,11.616533,2.999045,0.016486
substances such,substances,such,10,169,12217,0.323649,4.949428,3.059931,0.016485
menyuk 1995,menyuk,1995,9,13,1427,0.002908,11.595697,2.999031,0.016485
hippocratic medicine,hippocratic,medicine,9,59,315,0.002913,11.593055,2.999029,0.016485
1ml of,1ml,of,19,51,242534,1.938944,3.292656,3.914075,0.016484
social circumstances,social,circumstances,11,6473,624,0.633159,4.118792,3.12572,0.016484
appellate body,appellate,body,9,10,1874,0.002938,11.581073,2.999021,0.016484
selective breeding,selective,breeding,9,179,106,0.002974,11.56317,2.999009,0.016484
a truly,a,truly,55,127246,304,6.063736,3.181153,6.598565,0.016483
farewell speech,farewell,speech,9,18,1067,0.003011,11.545637,2.998996,0.016483
emma austen,emma,austen,9,230,84,0.003029,11.537099,2.99899,0.016483
society v,society,v,13,3726,1864,1.088708,3.577823,3.303598,0.016482
losing its,losing,its,10,169,12235,0.324126,4.947304,3.05978,0.016482
figure 25,figure,25,10,3091,669,0.324151,4.947189,3.059772,0.016482
rumbold 1999,rumbold,1999,9,9,2160,0.003047,11.528166,2.998984,0.016482
r emig,r,emig,9,1624,12,0.003055,11.524608,2.998982,0.016482
passport applications,passport,applications,9,58,343,0.003118,11.494861,2.998961,0.016481
separation bubble,separation,bubble,9,316,63,0.003121,11.493846,2.99896,0.016481
suction and,suction,and,14,44,182754,1.260498,3.473361,3.404775,0.016480
asher 1990,asher,1990,9,22,909,0.003135,11.487338,2.998955,0.016480
sound asleep,sound,asleep,9,561,36,0.003166,11.473124,2.998945,0.016480
lab manual,lab,manual,9,95,213,0.003172,11.470341,2.998943,0.016480
peter barry,peter,barry,9,268,76,0.003193,11.46089,2.998936,0.016479
fortified foods,fortified,foods,9,39,523,0.003197,11.458837,2.998934,0.016479
v beximco,v,beximco,9,1864,11,0.003214,11.451289,2.998929,0.016479
seventeenthcentury england,seventeenthcentury,england,9,26,808,0.003293,11.416255,2.998902,0.016477
eighteenthcentury france,eighteenthcentury,france,9,39,541,0.003307,11.410019,2.998898,0.016477
ionic radius,ionic,radius,9,92,232,0.003346,11.393363,2.998885,0.016476
kerr 1988,kerr,1988,9,39,549,0.003356,11.388842,2.998881,0.016476
escape mutants,escape,mutants,9,265,81,0.003365,11.385208,2.998878,0.016476
were happy,were,happy,11,17515,231,0.634227,4.116361,3.125398,0.016475
infinitely repeated,infinitely,repeated,9,58,372,0.003382,11.377767,2.998873,0.016475
dickie 1998,dickie,1998,9,12,1818,0.00342,11.361807,2.99886,0.016475
5 2005from,5,2005from,9,2185,10,0.003425,11.359561,2.998858,0.016475
adversely affects,adversely,affects,9,49,447,0.003433,11.356066,2.998856,0.016474
magical library,magical,library,9,149,147,0.003433,11.356066,2.998856,0.016474
police interrogation,police,interrogation,9,462,48,0.003476,11.338195,2.998841,0.016474
something i,something,i,20,1279,10283,2.06164,3.278135,4.011139,0.016473
internet piracy,internet,piracy,9,930,24,0.003499,11.328857,2.998834,0.016473
electron gun,electron,gun,9,677,33,0.003502,11.3275,2.998833,0.016473
executive branch,executive,branch,9,207,109,0.003537,11.313235,2.998821,0.016472
coltrane 2000,coltrane,2000,9,9,2523,0.003559,11.304057,2.998814,0.016472
post operative,post,operative,9,379,60,0.003565,11.301962,2.998812,0.016472
ip address,ip,address,9,41,556,0.003573,11.298413,2.998809,0.016472
cit n4,cit,n4,9,354,65,0.003607,11.284933,2.998798,0.016471
london chatto,london,chatto,9,1775,13,0.003617,11.280863,2.998794,0.016471
femtosecond quantum,femtosecond,quantum,9,71,326,0.003628,11.276431,2.998791,0.016471
replacement for,replacement,for,15,167,53993,1.413437,3.407683,3.508035,0.016470
brewster 2006,brewster,2006,9,18,1303,0.003677,11.25736,2.998774,0.016470
planks constant,planks,constant,9,18,1320,0.003725,11.238659,2.998758,0.016469
mccutcheon v,mccutcheon,v,9,13,1864,0.003798,11.210281,2.998734,0.016467
tudor england,tudor,england,9,30,808,0.0038,11.209804,2.998733,0.016467
photographic film,photographic,film,9,42,579,0.003812,11.205169,2.998729,0.016467
forensic science,forensic,science,9,23,1058,0.003814,11.204221,2.998729,0.016467
özbek 2001,özbek,2001,9,9,2708,0.00382,11.201969,2.998727,0.016467
profit maximisation,profit,maximisation,9,1119,22,0.003859,11.18748,2.998714,0.016466
academic workload,academic,workload,9,419,59,0.003875,11.181457,2.998708,0.016466
interstate cooperation,interstate,cooperation,9,47,533,0.003927,11.162326,2.998691,0.016465
the fifteenth,the,fifteenth,22,458820,32,2.301521,3.256844,4.19973,0.016464
lennardjones potential,lennardjones,potential,9,13,1962,0.003998,11.136357,2.998667,0.016464
stories about,stories,about,10,329,6335,0.326712,4.935837,3.058962,0.016463
longrun equilibrium,longrun,equilibrium,9,71,361,0.004018,11.129304,2.998661,0.016463
nakano 1999,nakano,1999,9,12,2160,0.004063,11.113128,2.998646,0.016463
hollier v,hollier,v,9,14,1864,0.004091,11.103365,2.998636,0.016462
marginal costing,marginal,costing,9,252,104,0.004108,11.097187,2.998631,0.016462
horticultural crops,horticultural,crops,9,65,404,0.004116,11.094327,2.998628,0.016462
basic rights,basic,rights,10,1083,1926,0.32697,4.9347,3.058881,0.016461
account comp,account,comp,9,1762,15,0.004143,11.085018,2.998619,0.016461
richard adams,richard,adams,9,297,89,0.004144,11.084854,2.998619,0.016461
freeman op,freeman,op,9,75,353,0.00415,11.082563,2.998617,0.016461
hobbs 1989,hobbs,1989,9,39,683,0.004175,11.073762,2.998608,0.016461
2003 oxford,2003,oxford,11,3065,1324,0.636123,4.112054,3.124827,0.016460
visual cache,visual,cache,9,463,58,0.00421,11.062057,2.998597,0.016460
culminated in,culminated,in,10,15,139145,0.327176,4.933789,3.058816,0.016459
pareto efficiency,pareto,efficiency,9,31,883,0.004291,11.03444,2.99857,0.016459
on ford,on,ford,13,36051,193,1.09068,3.575212,3.303051,0.016458
these inequalities,these,inequalities,11,13011,312,0.636338,4.111567,3.124762,0.016458
john blades,john,blades,9,704,39,0.004304,11.030073,2.998565,0.016458
sharman 2003,sharman,2003,9,9,3065,0.004324,11.02331,2.998559,0.016458
breder 2003,breder,2003,9,9,3065,0.004324,11.02331,2.998559,0.016458
visual predation,visual,predation,9,463,60,0.004355,11.013147,2.998548,0.016457
bhaskar 1986,bhaskar,1986,9,53,525,0.004362,11.010812,2.998546,0.016457
world where,world,where,49,5090,6752,5.38732,3.185142,6.230383,0.016456
if ever,if,ever,13,10823,643,1.090891,3.574933,3.302993,0.016456
be liberated,be,liberated,10,56510,37,0.327755,4.931238,3.058632,0.016455
attempted theft,attempted,theft,9,264,108,0.004469,10.975625,2.99851,0.016455
stanovich west,stanovich,west,9,42,680,0.004477,10.973198,2.998508,0.016455
stalins cold,stalins,cold,9,61,469,0.004485,10.970725,2.998505,0.016455
dietary habits,dietary,habits,9,190,151,0.004497,10.966646,2.998501,0.016455
brute force,brute,force,9,16,1796,0.004505,10.964335,2.998498,0.016455
h 2s,h,2s,9,930,31,0.004519,10.959623,2.998494,0.016455
aitchison 1998,aitchison,1998,9,16,1818,0.00456,10.94677,2.99848,0.016454
to offset,to,offset,32,182356,121,3.45882,3.20972,5.045415,0.016453
stressed syllable,stressed,syllable,9,173,171,0.004637,10.922426,2.998454,0.016453
3 n,3,n,11,3668,1108,0.637077,4.109893,3.124539,0.016452
repressive hypothesis,repressive,hypothesis,9,41,726,0.004666,10.913529,2.998445,0.016452
deary 2001,deary,2001,9,11,2708,0.004669,10.912463,2.998444,0.016452
our definition,our,definition,11,3970,1024,0.637255,4.10949,3.124485,0.016451
plotting package,plotting,package,9,96,313,0.00471,10.899925,2.99843,0.016451
is typically,is,typically,53,107360,347,5.839754,3.182013,6.477958,0.016450
beef cattle,beef,cattle,9,145,210,0.004773,10.880752,2.998409,0.016450
ammann 2003,ammann,2003,9,10,3065,0.004805,10.871307,2.998398,0.016450
historians craft,historians,craft,9,367,84,0.004832,10.862953,2.998389,0.016449
poole 1990,poole,1990,9,34,909,0.004845,10.859307,2.998385,0.016449
al qaeda,al,qaeda,9,3446,9,0.004862,10.854274,2.998379,0.016449
spring loaded,spring,loaded,9,225,138,0.004867,10.852601,2.998378,0.016449
stood for,stood,for,12,105,53993,0.888688,3.755214,3.207559,0.016448
king jr,king,jr,9,453,69,0.0049,10.843015,2.998367,0.016448
paulsen et,paulsen,et,9,9,3545,0.005001,10.813411,2.998333,0.016447
hinchliff et,hinchliff,et,9,9,3545,0.005001,10.813411,2.998333,0.016447
were combined,were,combined,14,17515,460,1.262963,3.470543,3.404116,0.016445
poetry motivations,poetry,motivations,9,292,111,0.005081,10.790666,2.998306,0.016445
alpha particles,alpha,particles,9,87,377,0.005141,10.773542,2.998286,0.016444
statutory provisions,statutory,provisions,9,157,210,0.005168,10.76604,2.998277,0.016444
were buried,were,buried,10,17515,120,0.329469,4.923716,3.058091,0.016443
chloride ions,chloride,ions,9,125,265,0.005193,10.759274,2.998269,0.016443
narrowly defined,narrowly,defined,9,26,1277,0.005205,10.755924,2.998265,0.016443
callosotomy patient,callosotomy,patient,9,37,898,0.005208,10.754881,2.998264,0.016443
occur because,occur,because,14,1194,6749,1.263183,3.470291,3.404058,0.016442
insert a,insert,a,11,32,127246,0.638288,4.107152,3.124174,0.016442
a perpetual,a,perpetual,11,127246,32,0.638288,4.107152,3.124174,0.016442
john stuart,john,stuart,9,704,48,0.005297,10.730512,2.998234,0.016442
same conditions,same,conditions,15,4867,1855,1.415233,3.405851,3.507572,0.016441
perfect example,perfect,example,10,398,5285,0.329724,4.922597,3.05801,0.016441
mackies argument,mackies,argument,9,22,1541,0.005314,10.725824,2.998229,0.016441
lutz 1997,lutz,1997,9,21,1624,0.005346,10.717253,2.998218,0.016441
plural societies,plural,societies,9,66,518,0.005359,10.713704,2.998214,0.016441
computational mode,computational,mode,9,95,360,0.005361,10.713198,2.998213,0.016441
oxford basil,oxford,basil,9,1324,26,0.005396,10.703779,2.998201,0.016440
romani 2004,romani,2004,9,11,3131,0.005399,10.703067,2.9982,0.016440
vaughan 2002,vaughan,2002,9,13,2662,0.005425,10.696172,2.998192,0.016440
systemic infection,systemic,infection,9,74,468,0.005429,10.695088,2.99819,0.016440
renewable sources,renewable,sources,9,41,846,0.005437,10.692841,2.998188,0.016439
normal seedlings,normal,seedlings,9,1024,34,0.005458,10.687444,2.998181,0.016439
annales tradition,annales,tradition,9,89,393,0.005483,10.680787,2.998172,0.016439
shipman 1993,shipman,1993,9,34,1030,0.00549,10.679015,2.99817,0.016439
snells law,snells,law,9,9,3898,0.005499,10.676463,2.998167,0.016438
calcium ions,calcium,ions,9,133,265,0.005525,10.669775,2.998158,0.016438
enteric disease,enteric,disease,9,26,1357,0.005531,10.668262,2.998156,0.016438
bass 1990,bass,1990,9,39,909,0.005557,10.661368,2.998148,0.016438
bhaskar 1989,bhaskar,1989,9,53,683,0.005674,10.631244,2.998109,0.016436
my search,my,search,10,2999,703,0.330487,4.919263,3.057769,0.016435
jackson ireland,jackson,ireland,9,154,236,0.005697,10.625477,2.998101,0.016435
resistor bank,resistor,bank,9,55,662,0.005707,10.622859,2.998098,0.016435
mid 1980s,mid,1980s,9,132,277,0.005732,10.61677,2.998089,0.016435
intracranial pressure,intracranial,pressure,9,20,1831,0.00574,10.614562,2.998087,0.016435
only viable,only,viable,10,10142,208,0.330681,4.918415,3.057707,0.016434
returns from,returns,from,16,359,27649,1.555953,3.362202,3.611012,0.016433
leng r,leng,r,9,23,1624,0.005855,10.586009,2.998048,0.016433
j med,j,med,9,1084,35,0.005947,10.563474,2.998018,0.016432
aztec empire,aztec,empire,9,89,434,0.006055,10.537622,2.997982,0.016430
heavy rainfall,heavy,rainfall,9,328,118,0.006067,10.534711,2.997978,0.016430
reducing sugars,reducing,sugars,9,657,59,0.006076,10.532514,2.997975,0.016430
glorious revolution,glorious,revolution,9,36,1078,0.006083,10.53084,2.997972,0.016429
gillings et,gillings,et,9,11,3545,0.006113,10.523905,2.997962,0.016429
provincial bank,provincial,bank,9,59,662,0.006123,10.521576,2.997959,0.016429
light bulbs,light,bulbs,9,1702,23,0.006136,10.518329,2.997955,0.016429
is lacking,is,lacking,30,107360,192,3.231218,3.214812,4.887289,0.016428
5th edition,5th,edition,9,78,507,0.006199,10.503662,2.997934,0.016428
territorial expansion,territorial,expansion,9,78,508,0.006211,10.500819,2.99793,0.016428
ghaill 2000,ghaill,2000,9,16,2523,0.006328,10.473982,2.997891,0.016426
proton pump,proton,pump,9,144,281,0.006343,10.470555,2.997886,0.016426
is applied,is,applied,196,107360,1306,21.979015,3.156655,12.43007,0.016425
a gladiator,a,gladiator,15,127246,71,1.416201,3.404864,3.507322,0.016425
dyspnoea was,dyspnoea,was,10,59,35888,0.331913,4.913053,3.057318,0.016425
rosamond theories,rosamond,theories,9,36,1128,0.006366,10.46543,2.997878,0.016425
kwh per,kwh,per,9,21,1936,0.006373,10.463726,2.997876,0.016425
six bearings,six,bearings,9,569,72,0.006422,10.452697,2.997859,0.016424
milroy 1999,milroy,1999,9,19,2160,0.006433,10.450163,2.997856,0.016424
indirect uht,indirect,uht,9,332,124,0.006453,10.445671,2.997849,0.016424
john calvin,john,calvin,9,704,59,0.006511,10.432832,2.99783,0.016423
thiamine content,thiamine,content,9,39,1066,0.006517,10.431512,2.997828,0.016423
fletcher 1985,fletcher,1985,9,78,534,0.006529,10.428808,2.997824,0.016423
bond angles,bond,angles,9,298,140,0.00654,10.426455,2.99782,0.016423
less risk,less,risk,12,3266,1741,0.891328,3.750934,3.206797,0.016422
signalling molecule,signalling,molecule,9,134,314,0.006596,10.414196,2.997801,0.016422
specially designed,specially,designed,9,57,739,0.006603,10.412586,2.997799,0.016422
they became,they,became,32,17845,1237,3.460261,3.209119,5.045161,0.016421
years since,years,since,20,3179,4142,2.064064,3.27644,4.010597,0.016420
the addressees,the,addressees,19,458820,27,1.941908,3.290453,3.913395,0.016420
the analyte,the,analyte,19,458820,27,1.941908,3.290453,3.913395,0.016420
happens if,happens,if,10,196,10823,0.332527,4.910387,3.057124,0.016420
important contribution,important,contribution,10,5357,396,0.332537,4.910343,3.05712,0.016420
is incompatible,is,incompatible,13,107360,65,1.093902,3.570956,3.302157,0.016419
alignment with,alignment,with,13,175,39877,1.093914,3.570941,3.302154,0.016419
lean manufacturing,lean,manufacturing,9,83,526,0.006844,10.360948,2.997719,0.016418
webb 1996,webb,1996,9,33,1331,0.006885,10.352217,2.997705,0.016418
ended 31,ended,31,9,140,315,0.006913,10.346415,2.997696,0.016417
torque sensor,torque,sensor,9,322,137,0.006915,10.345957,2.997695,0.016417
keane 1995,keane,1995,9,31,1427,0.006934,10.34194,2.997689,0.016417
pal research,pal,research,9,12,3689,0.006939,10.34093,2.997687,0.016417
alexander 1987,alexander,1987,9,85,522,0.006955,10.337609,2.997682,0.016417
kung woman,kung,woman,9,62,716,0.006959,10.336894,2.99768,0.016417
nature conservancy,nature,conservancy,9,2960,15,0.00696,10.336634,2.99768,0.016417
α is,α,is,18,108,107360,1.81756,3.307922,3.814238,0.016416
urban foxes,urban,foxes,9,404,111,0.00703,10.322279,2.997657,0.016416
gravitational forces,gravitational,forces,9,51,882,0.007051,10.317846,2.99765,0.016415
bulk mechanical,bulk,mechanical,9,147,310,0.007143,10.29911,2.997619,0.016414
callosotomy patients,callosotomy,patients,9,37,1233,0.007151,10.297496,2.997616,0.016414
may assist,may,assist,10,10856,196,0.33354,4.905995,3.056803,0.016413
tropical regions,tropical,regions,9,87,527,0.007187,10.290304,2.997604,0.016413
attorney general,attorney,general,9,19,2418,0.007202,10.28738,2.997599,0.016413
siegler et,siegler,et,9,13,3545,0.007224,10.282897,2.997592,0.016413
ground beetles,ground,beetles,9,623,74,0.007227,10.282365,2.997591,0.016413
being controlled,being,controlled,11,7135,574,0.64199,4.098808,3.123057,0.016412
might think,might,think,10,2118,1005,0.333668,4.905443,3.056763,0.016412
risen from,risen,from,10,77,27649,0.333728,4.905183,3.056744,0.016411
hr department,hr,department,9,96,487,0.007329,10.262166,2.997557,0.016411
cattle grazing,cattle,grazing,9,210,224,0.007374,10.253306,2.997542,0.016411
this criterion,this,criterion,14,53108,152,1.265395,3.467767,3.403466,0.016410
pacific asia,pacific,asia,9,93,509,0.00742,10.244226,2.997527,0.016410
freshwater heat,freshwater,heat,9,48,988,0.007434,10.241577,2.997522,0.016410
tanto moral,tanto,moral,9,37,1283,0.007441,10.240148,2.99752,0.016410
alternative approach,alternative,approach,10,818,2605,0.334029,4.903885,3.056649,0.016409
protesting against,protesting,against,9,17,2818,0.00751,10.226988,2.997497,0.016409
grass roots,grass,roots,9,195,246,0.00752,10.225062,2.997493,0.016409
improving its,improving,its,11,335,12235,0.642497,4.097669,3.122905,0.016408
its immediate,its,immediate,11,12235,335,0.642497,4.097669,3.122905,0.016408
we ought,we,ought,10,12541,170,0.334198,4.903154,3.056595,0.016408
york longman,york,longman,9,740,65,0.00754,10.221157,2.997487,0.016408
session un,session,un,9,192,253,0.007615,10.20695,2.997462,0.016407
warning signs,warning,signs,9,101,482,0.007631,10.203806,2.997456,0.016407
baddeley 1997,baddeley,1997,9,30,1624,0.007637,10.20268,2.997454,0.016407
fe package,fe,package,9,157,313,0.007703,10.190267,2.997432,0.016406
a short,a,short,205,127246,1153,22.998314,3.156024,12.711549,0.016405
pco 2,pco,2,9,9,5492,0.007748,10.181865,2.997417,0.016405
remain unchanged,remain,unchanged,9,798,62,0.007756,10.180465,2.997415,0.016405
nye america,nye,america,9,50,997,0.007814,10.169601,2.997395,0.016405
decreased over,decreased,over,10,382,5590,0.334732,4.900848,3.056426,0.016404
presided over,presided,over,9,9,5590,0.007886,10.156349,2.997371,0.016404
being performed,being,performed,11,7135,575,0.643109,4.096297,3.12272,0.016403
creek 2002,creek,2002,9,19,2662,0.007928,10.148684,2.997357,0.016403
for manslaughter,for,manslaughter,11,53993,76,0.643241,4.096001,3.12268,0.016402
strictly speaking,strictly,speaking,9,162,314,0.007974,10.140436,2.997342,0.016402
which tends,which,tends,14,28239,286,1.266012,3.467064,3.403301,0.016401
all departments,all,departments,10,11812,181,0.335139,4.899098,3.056298,0.016401
potassium hydrogen,potassium,hydrogen,9,167,308,0.008063,10.124416,2.997312,0.016401
glulam section,glulam,section,9,25,2059,0.008069,10.123322,2.99731,0.016401
not readily,not,readily,12,29845,191,0.893568,3.747313,3.206151,0.016400
stiglitz 1990,stiglitz,1990,9,57,909,0.008122,10.11388,2.997293,0.016400
single stranded,single,stranded,9,1405,37,0.008149,10.109099,2.997284,0.016400
three unities,three,unities,9,3251,16,0.008154,10.108239,2.997282,0.016400
thirty minutes,thirty,minutes,9,122,430,0.008223,10.095976,2.997259,0.016399
prokaryotic cells,prokaryotic,cells,9,40,1314,0.008239,10.093229,2.997254,0.016399
pollen record,pollen,record,9,111,478,0.008317,10.079624,2.997228,0.016398
circular shaft,circular,shaft,9,214,248,0.008319,10.079243,2.997227,0.016398
further discussed,further,discussed,11,3568,1151,0.643758,4.094841,3.122524,0.016397
stylus beam,stylus,beam,9,97,551,0.008378,10.069085,2.997207,0.016397
chancery division,chancery,division,9,92,583,0.008408,10.063992,2.997197,0.016397
very rapidly,very,rapidly,10,5807,369,0.335893,4.895855,3.056059,0.016396
2005 tapscott,2005,tapscott,9,2843,19,0.008467,10.05378,2.997178,0.016396
giddens 1987,giddens,1987,9,104,522,0.00851,10.046561,2.997163,0.016395
grand challenge,grand,challenge,9,107,510,0.008554,10.039086,2.997149,0.016395
seems rather,seems,rather,13,2246,3113,1.096002,3.568189,3.301575,0.016394
varieties are,varieties,are,12,139,41040,0.894221,3.74626,3.205962,0.016394
qh 2,qh,2,9,10,5492,0.008609,10.029862,2.99713,0.016394
or herself,or,herself,13,21582,324,1.096123,3.56803,3.301541,0.016393
disparities in,disparities,in,12,41,139145,0.894281,3.746162,3.205945,0.016393
pharyngeal cell,pharyngeal,cell,9,47,1176,0.008664,10.020645,2.997112,0.016393
1964 ac,1964,ac,9,180,309,0.008719,10.01159,2.997094,0.016392
theme park,theme,park,9,370,151,0.008758,10.00512,2.997081,0.016392
fire fighting,fire,fighting,9,241,232,0.008765,10.004036,2.997078,0.016392
phronesis is,phronesis,is,10,20,107360,0.336585,4.892884,3.05584,0.016391
wind turbine,wind,turbine,9,408,138,0.008826,9.993957,2.997058,0.016391
must move,must,move,11,4679,879,0.64471,4.092709,3.122237,0.016390
carefully planned,carefully,planned,9,245,231,0.008872,9.986519,2.997043,0.016390
hooper et,hooper,et,9,16,3545,0.008891,9.983336,2.997036,0.016390
legend london,legend,london,9,32,1775,0.008904,9.981303,2.997032,0.016390
groves 2001,groves,2001,9,21,2708,0.008914,9.979577,2.997029,0.016390
currency crises,currency,crises,9,301,189,0.008918,9.979044,2.997027,0.016390
fierce competition,fierce,competition,9,53,1076,0.008939,9.975524,2.99702,0.016390
west coast,west,coast,9,680,84,0.008954,9.973198,2.997015,0.016389
